Player,Salary,Season
Donald Sloan,884293,2013-14
Lance Thomas,884293,2013-14
Cole Aldrich,884293,2013-14
E'Twaun Moore,884293,2013-14
PJ Tucker,884293,2013-14
Isaiah Thomas,884293,2013-14
Julyan Stone,884293,2013-14
Draymond Green,875500,2013-14
Allen Crabbe,825000,2013-14
Elliot Williams,797545,2013-14
Robert Sacre,788873,2013-14
Mike Scott,788872,2013-14
Jeffery Taylor,788872,2013-14
Tornike Shengelia,788872,2013-14
Jae Crowder,788872,2013-14
Bernard James,788872,2013-14
Quincy Miller,788872,2013-14
Patrick Beverley,788872,2013-14
Orlando Johnson,788872,2013-14
Khris Middleton,788872,2013-14
Brian Roberts,788872,2013-14
Darius Miller,788872,2013-14
Doron Lamb,788872,2013-14
Kyle O'Quinn,788872,2013-14
Henry Sims,788872,2013-14
Will Barton,788872,2013-14
Quincy Acy,788872,2013-14
Aron Baynes,788872,2013-14
Kent Bazemore,762195,2013-14
Diante Garrett,719266,2013-14
Malcolm Thomas,702233,2013-14
Dwight Buycks,700000,2013-14
Leandro Barbosa,650359,2013-14
Alexis Ajinca,635880,2013-14
DJ Augustin,592279,2013-14
Isaiah Canaan,570515,2013-14
Jeremy Tyler,556584,2013-14
Ricky Ledo,550000,2013-14
Kendall Marshall,547570,2013-14
Shawne Williams,535770,2013-14
Chris Douglas-Roberts,535288,2013-14
Jamaal Franklin,535000,2013-14
Ray McCallum,524616,2013-14
James Johnson,507409,2013-14
Ryan Gomes,495521,2013-14
Phil Pressey,490180,2013-14
Matthew Dellavedova,490180,2013-14
Carrick Felix,490180,2013-14
Gal Mekel,490180,2013-14
Tony Mitchell,490180,2013-14
Peyton Siva,490180,2013-14
Ognjen Kuzmic,490180,2013-14
Robert Covington,490180,2013-14
Ryan Kelly,490180,2013-14
Nick Calathes,490180,2013-14
Miroslav Raduljica,490180,2013-14
Nate Wolters,490180,2013-14
Robbie Hummel,490180,2013-14
Jeff Withey,490180,2013-14
Toure Murry,490180,2013-14
Brandon Davies,490180,2013-14
Hollis Thompson,490180,2013-14
Dionte Christmas,490180,2013-14
Ian Clark,490180,2013-14
Glen Rice Jr,490180,2013-14
Shannon Brown,481562,2013-14
Solomon Jones,474583,2013-14
Erik Murphy,455580,2013-14
Jason Collins,436316,2013-14
Luke Babbitt,387995,2013-14
Daniel Orton,369322,2013-14
Maalik Wayns,361952,2013-14
Christapher Johnson,320000,2013-14
Jarvis Varnado,310908,2013-14
Shavlik Randolph,306036,2013-14
Hilton Armstrong,296138,2013-14
Dewayne Dedmon,256623,2013-14
Stephen Jackson,238739,2013-14
Hamed Haddadi,200000,2013-14
Chris Smith,184538,2013-14
Mike Muscala,161471,2013-14
Troy Daniels,158587,2013-14
James Southerland,155704,2013-14
Jamaal Tinsley,139951,2013-14
Chris Wright,139212,2013-14
Chris Babb,138403,2013-14
Justin Hamilton,126870,2013-14
Jorge Gutierrez,121103,2013-14
Reggie Williams,111518,2013-14
Dexter Pittman,107776,2013-14
Damion James,107776,2013-14
Arinze Onuaku,106776,2013-14
Manny Harris,104034,2013-14
Othyus Jeffers,104034,2013-14
Elias Harris,100000,2013-14
DeAndre Liggins,88429,2013-14
Royal Ivey,74839,2013-14
Melvin Ely,74469,2013-14
Sasha Vujacic,69791,2013-14
Casper Ware,69201,2013-14
Seth Curry,66318,2013-14
James Nunnally,57668,2013-14
Willie Reed,57668,2013-14
Mustafa Shakur,46404,2013-14
Darius Johnson-Odom,46404,2013-14
Vander Blue,28834,2013-14
Shane Edwards,28834,2013-14
Tony Mitchell,28834,2013-14
DJ Stephens,28834,2013-14
Kobe Bryant,27849000,2012-13
Brandon Roy,21459805,2012-13
Dirk Nowitzki,20907128,2012-13
Gilbert Arenas,20807922,2012-13
Amare Stoudemire,19948799,2012-13
Joe Johnson,19752645,2012-13
Carmelo Anthony,19450000,2012-13
Dwight Howard,19261200,2012-13
Pau Gasol,19000000,2012-13
Elton Brand,18160354,2012-13
Chris Paul,17779457,2012-13
Kevin Durant,17548838,2012-13
LeBron James,17545000,2012-13
Chris Bosh,17545000,2012-13
Deron Williams,17177795,2012-13
Dwyane Wade,17024000,2012-13
Paul Pierce,16790345,2012-13
Zach Randolph,16500000,2012-13
Andrew Bynum,16473002,2012-13
Rudy Gay,16460532,2012-13
Derrick Rose,16402500,2012-13
Rashard Lewis,15052181,2012-13
Carlos Boozer,15000000,2012-13
Al Jefferson,15000000,2012-13
Baron Davis,14850000,2012-13
Andre Iguodala,14718250,2012-13
Manu Ginobili,14107492,2012-13
Marc Gasol,13891359,2012-13
Roy Hibbert,13668750,2012-13
Kevin Love,13668750,2012-13
Eric Gordon,13668750,2012-13
Russell Westbrook,13668750,2012-13
Brook Lopez,13668000,2012-13
Tyson Chandler,13604188,2012-13
Emeka Okafor,13543250,2012-13
Luol Deng,13326700,2012-13
Josh Smith,13200000,2012-13
Andrew Bogut,13150000,2012-13
Danny Granger,13058606,2012-13
LaMarcus Aldridge,13000000,2012-13
Nenê,13000000,2012-13
Kevin Martin,12939675,2012-13
David Lee,12744000,2012-13
Tony Parker,12500000,2012-13
Kevin Garnett,12467532,2012-13
Ben Gordon,12400000,2012-13
Al Horford,12000000,2012-13
Kris Humphries,12000000,2012-13
Nicolas Batum,11950000,2012-13
Hidayet Turkoglu,11815850,2012-13
Joakim Noah,11050000,2012-13
Jose Calderon,11046591,2012-13
Rajon Rondo,11000000,2012-13
Monta Ellis,11000000,2012-13
Corey Maggette,10924138,2012-13
DeAndre Jordan,10532977,2012-13
Richard Hamilton,10500000,2012-13
Richard Jefferson,10164000,2012-13
Stephen Jackson,10060000,2012-13
JaVale McGee,10000000,2012-13
David West,10000000,2012-13
Andrea Bargnani,10000000,2012-13
Andrei Kirilenko,9779349,2012-13
Gerald Wallace,9682435,2012-13
Tim Duncan,9638554,2012-13
Danilo Gallinari,9439000,2012-13
Andris Biedrins,9000000,2012-13
Steve Nash,8900000,2012-13
Ryan Anderson,8700000,2012-13
Shawn Marion,8646364,2012-13
Jameer Nelson,8600000,2012-13
Devin Harris,8500000,2012-13
Rodney Stuckey,8500000,2012-13
Maurice Williams,8500000,2012-13
Anderson Varejao,8400000,2012-13
Brendan Haywood,8349000,2012-13
Marvin Williams,8287500,2012-13
Lamar Odom,8200000,2012-13
Jeff Green,8100000,2012-13
John Salmons,8080000,2012-13
Charlie Villanueva,8060000,2012-13
Thaddeus Young,8039130,2012-13
Tyrus Thomas,8000000,2012-13
Chris Kaman,8000000,2012-13
George Hill,8000000,2012-13
Caron Butler,8000000,2012-13
Andray Blatche,7972891,2012-13
Ersan Ilyasova,7900000,2012-13
Beno Udrih,7810000,2012-13
Kendrick Perkins,7800531,2012-13
Marcus Thornton,7632500,2012-13
Arron Afflalo,7562500,2012-13
Goran Dragic,7500000,2012-13
DeSagana Diop,7372200,2012-13
Metta World Peace,7258960,2012-13
Marcin Gortat,7258960,2012-13
Trevor Ariza,7258960,2012-13
Blake Griffin,7226891,2012-13
Paul Millsap,7200000,2012-13
Mike Conley,7180000,2012-13
Travis Outlaw,7000000,2012-13
Josh Childress,6890056,2012-13
Tayshaun Prince,6764045,2012-13
Samuel Dalembert,6700000,2012-13
Al Harrington,6687400,2012-13
Drew Gooden,6680000,2012-13
Wesley Matthews,6505320,2012-13
Brandon Bass,6500000,2012-13
Spencer Hawes,6500000,2012-13
Darko Milicic,6457255,2012-13
Glen Davis,6400000,2012-13
Francisco Garcia,6100000,2012-13
Luke Walton,6091363,2012-13
JJ Redick,6000000,2012-13
Nick Young,6000000,2012-13
Channing Frye,6000000,2012-13
Amir Johnson,6000000,2012-13
Wilson Chandler,5930415,2012-13
John Wall,5915880,2012-13
James Harden,5820416,2012-13
Mike Miller,5800000,2012-13
Jason Richardson,5799625,2012-13
Aaron Brooks,5750000,2012-13
Michael Beasley,5750000,2012-13
Kyle Lowry,5750000,2012-13
Jarrett Jack,5580000,2012-13
Kyrie Irving,5530080,2012-13
Chuck Hayes,5486250,2012-13
Evan Turner,5293080,2012-13
Tyreke Evans,5251824,2012-13
Jason Thompson,5250000,2012-13
Zaza Pachulia,5248750,2012-13
Chris Andersen,5225952,2012-13
Anthony Davis,5144280,2012-13
Louis Williams,5000000,2012-13
Kyle Korver,5000000,2012-13
Jason Terry,5000000,2012-13
Courtney Lee,5000000,2012-13
Ramon Sessions,5000000,2012-13
Andre Miller,5000000,2012-13
Jason Maxiell,5000000,2012-13
Omer Asik,5000000,2012-13
Jeremy Lin,5000000,2012-13
Jamal Crawford,5000000,2012-13
Landry Fields,5000000,2012-13
Derrick Williams,4947840,2012-13
Robin Lopez,4899293,2012-13
Luc Mbah a Moute,4794192,2012-13
Daniel Gibson,4792332,2012-13
Derrick Favors,4753320,2012-13
Nikola Pekovic,4640000,2012-13
Michael Kidd-Gilchrist,4602720,2012-13
Linas Kleiza,4600000,2012-13
Marcus Camby,4590338,2012-13
Jonas Jerebko,4500000,2012-13
Luis Scola,4500000,2012-13
Boris Diaw,4500000,2012-13
Jose Juan Barea,4493000,2012-13
Enes Kanter,4443360,2012-13
Wesley Johnson,4285560,2012-13
Jared Dudley,4250000,2012-13
Marreese Speights,4200000,2012-13
Bradley Beal,4133280,2012-13
Dorell Wright,4106000,2012-13
Udonis Haslem,4060000,2012-13
Steve Novak,4054055,2012-13
OJ Mayo,4020000,2012-13
Tristan Thompson,4006080,2012-13
Anthony Morrow,4000000,2012-13
Carl Landry,4000000,2012-13
Brandon Rush,4000000,2012-13
Ian Mahinmi,4000000,2012-13
Ryan Gomes,4000000,2012-13
Steve Blake,4000000,2012-13
Mario Chalmers,4000000,2012-13
Luke Ridnour,4000000,2012-13
Raymond Felton,4000000,2012-13
Hakim Warrick,4000000,2012-13
JJ Hickson,4000000,2012-13
Stephen Curry,3958742,2012-13
Tiago Splitter,3944000,2012-13
Kirk Hinrich,3941000,2012-13
DeMarcus Cousins,3880800,2012-13
Joel Anthony,3750000,2012-13
Mike Dunleavy,3750000,2012-13
Ricky Rubio,3741120,2012-13
Dion Waiters,3726600,2012-13
Chris Duhon,3680000,2012-13
Matt Bonner,3630000,2012-13
Daequan Cook,3602675,2012-13
Thabo Sefolosha,3600000,2012-13
Ekpe Udoh,3524880,2012-13
Johan Petro,3500000,2012-13
Alonzo Gee,3500000,2012-13
Will Bynum,3500000,2012-13
DJ Augustin,3500000,2012-13
Gerald Green,3500000,2012-13
Jordan Hill,3500000,2012-13
Matt Carroll,3500000,2012-13
Shannon Brown,3500000,2012-13
Danny Green,3500000,2012-13
Raja Bell,3480000,2012-13
Thomas Robinson,3374640,2012-13
Jonas Valanciunas,3374640,2012-13
DeMar DeRozan,3344250,2012-13
Tony Allen,3300000,2012-13
Jan Vesely,3294960,2012-13
Corey Brewer,3243000,2012-13
Greg Monroe,3217680,2012-13
Brandon Jennings,3179493,2012-13
Shawne Williams,3158000,2012-13
Josh McRoberts,3135000,2012-13
Shane Battier,3135000,2012-13
Vince Carter,3120000,2012-13
Gerald Henderson,3101326,2012-13
Jerryd Bayless,3100000,2012-13
Mirza Teletovic,3090000,2012-13
Ray Allen,3090000,2012-13
Jason Kidd,3090000,2012-13
Damian Lillard,3065040,2012-13
Tyler Hansbrough,3055259,2012-13
Alexey Shved,3017943,2012-13
Bismack Biyombo,3007920,2012-13
Darrell Arthur,3006217,2012-13
Kosta Koufos,3000000,2012-13
Carlos Delfino,3000000,2012-13
Chauncey Billups,3000000,2012-13
Lavoy Allen,3000000,2012-13
Kwame Brown,3000000,2012-13
Austin Daye,2958444,2012-13
Al-Farouq Aminu,2947800,2012-13
Nick Collison,2929332,2012-13
Dahntay Jones,2900000,2012-13
Joel Freeland,2900000,2012-13
James Johnson,2812006,2012-13
JR Smith,2806452,2012-13
Harrison Barnes,2798040,2012-13
Timofey Mozgov,2794621,2012-13
Brandon Knight,2755560,2012-13
Gordon Hayward,2709720,2012-13
Quentin Richardson,2706940,2012-13
Jrue Holiday,2674851,2012-13
Greg Stiemsma,2575000,2012-13
Paul George,2574120,2012-13
Terrence Ross,2563320,2012-13
Ty Lawson,2544528,2012-13
Kemba Walker,2532960,2012-13
Reggie Williams,2500000,2012-13
Jason Smith,2500000,2012-13
Randy Foye,2500000,2012-13
Cole Aldrich,2445480,2012-13
Jeff Teague,2433076,2012-13
Jimmer Fredette,2406240,2012-13
Andre Drummond,2356320,2012-13
Eric Maynor,2338720,2012-13
Xavier Henry,2323200,2012-13
Darren Collison,2319344,2012-13
Omri Casspi,2277306,2012-13
BJ Mullens,2253061,2012-13
Serge Ibaka,2253061,2012-13
DeShawn Stevenson,2240450,2012-13
Austin Rivers,2238360,2012-13
Rodrigue Beaubois,2227332,2012-13
CJ Miles,2225000,2012-13
Klay Thompson,2222160,2012-13
Ed Davis,2207040,2012-13
Martell Webster,2200000,2012-13
Alec Burks,2171640,2012-13
Taj Gibson,2155811,2012-13
Meyers Leonard,2126520,2012-13
Patrick Patterson,2096760,2012-13
Dante Cunningham,2090000,2012-13
Wayne Ellington,2083042,2012-13
Toney Douglas,2067880,2012-13
Markieff Morris,2063040,2012-13
Shaun Livingston,2038446,2012-13
Jeremy Lamb,2020200,2012-13
Earl Watson,2000000,2012-13
Larry Sanders,1991760,2012-13
Marcus Morris,1959960,2012-13
Marco Belinelli,1957000,2012-13
Grant Hill,1957000,2012-13
Kendall Marshall,1919160,2012-13
Luke Babbitt,1892280,2012-13
Kawhi Leonard,1861920,2012-13
John Henson,1823280,2012-13
Kevin Seraphin,1797600,2012-13
Jeremy Evans,1795000,2012-13
Nikola Vucevic,1768800,2012-13
Moe Harkless,1731960,2012-13
Eric Bledsoe,1707720,2012-13
Iman Shumpert,1680360,2012-13
Renaldo Balkman,1675000,2012-13
Anthony Randolph,1674641,2012-13
Royce White,1645440,2012-13
Avery Bradley,1630800,2012-13
Reggie Evans,1622618,2012-13
Chris Singleton,1596360,2012-13
Sebastian Telfair,1567500,2012-13
Tyler Zeller,1563120,2012-13
Tobias Harris,1524480,2012-13
Derek Fisher,1519214,2012-13
Jordan Farmar,1500000,2012-13
Vyacheslav Kravtsov,1500000,2012-13
Gary Forbes,1500000,2012-13
Gustavo Ayon,1500000,2012-13
John Lucas,1500000,2012-13
Terrence Jones,1485000,2012-13
Jared Jeffries,1475106,2012-13
Keyon Dooling,1471491,2012-13
Elliot Williams,1442880,2012-13
Andrew Nicholson,1418160,2012-13
Nolan Smith,1404960,2012-13
Jodie Meeks,1400000,2012-13
Nando De Colo,1400000,2012-13
Trevor Booker,1385280,2012-13
Willie Green,1375000,2012-13
Louis Amundson,1365196,2012-13
Evan Fournier,1361400,2012-13
Donatas Motiejunas,1361400,2012-13
Chris Wilcox,1352181,2012-13
Jerry Stackhouse,1352181,2012-13
Nazr Mohammed,1352181,2012-13
Vladimir Radmanovic,1352181,2012-13
Antawn Jamison,1352181,2012-13
Joel Przybilla,1352181,2012-13
Rasheed Wallace,1352181,2012-13
Kurt Thomas,1352181,2012-13
Jermaine O'Neal,1352181,2012-13
Jamaal Tinsley,1352181,2012-13
Jason Collins,1352181,2012-13
Kenneth Faried,1348800,2012-13
Jeremy Pargo,1313845,2012-13
Jared Sullinger,1306920,2012-13
Hamed Haddadi,1300000,2012-13
Dominique Jones,1276560,2012-13
Fab Melo,1254720,2012-13
Victor Claver,1254720,2012-13
Reggie Jackson,1243080,2012-13
Earl Clark,1240000,2012-13
Quincy Pondexter,1234320,2012-13
Aleksandar Pavlovic,1232713,2012-13
Marquis Daniels,1229255,2012-13
Roger Mason,1229255,2012-13
Leandro Barbosa,1229255,2012-13
Delonte West,1223166,2012-13
Damien Wilkins,1223166,2012-13
Royal Ivey,1223166,2012-13
Lazar Hayward,1209260,2012-13
John Jenkins,1204560,2012-13
Jordan Crawford,1198680,2012-13
Dominic McGuire,1195578,2012-13
MarShon Brooks,1193280,2012-13
Greivis Vasquez,1191240,2012-13
Christian Eyenga,1174080,2012-13
Jared Cunningham,1156320,2012-13
Jordan Hamilton,1153800,2012-13
Nate Robinson,1146337,2012-13
Ronny Turiaf,1146337,2012-13
Ronnie Price,1146337,2012-13
JaJuan Johnson,1120440,2012-13
Norris Cole,1113600,2012-13
Josh Howard,1113560,2012-13
Tony Wroten,1110120,2012-13
Cory Joseph,1105560,2012-13
Jimmy Butler,1097520,2012-13
Patrick Mills,1085120,2012-13
Miles Plumlee,1073280,2012-13
Ryan Hollins,1069509,2012-13
Ronnie Brewer,1069509,2012-13
Luke Harangody,1054389,2012-13
DeJuan Blair,1054000,2012-13
Arnett Moultrie,1042320,2012-13
Devin Ebanks,1040000,2012-13
Perry Jones,1035960,2012-13
Festus Ezeli,1020960,2012-13
Mickael Pietrus,1005096,2012-13
Kyle Singler,1000000,2012-13
Jon Brockman,1000000,2012-13
CJ Watson,992680,2012-13
Kelenna Azubuike,992680,2012-13
Brandan Wright,992680,2012-13
Ishmael Smith,985000,2012-13
Gary Neal,972000,2012-13
Ivan Johnson,962195,2012-13
Chase Budinger,942293,2012-13
Darius Morris,937195,2012-13
Anthony Tolliver,915852,2012-13
Cartier Martin,915852,2012-13
Lance Stephenson,915243,2012-13
James Anderson,902002,2012-13
Chandler Parsons,888250,2012-13
Hasheem Thabeet,885120,2012-13
Alan Anderson,885120,2012-13
DeMarre Carroll,885120,2012-13
AJ Price,885120,2012-13
Marquis Teague,857000,2012-13
Keith Bogans,854389,2012-13
Jeff Ayres,854389,2012-13
Matt Barnes,854389,2012-13
Dexter Pittman,854389,2012-13
Will Conroy,854389,2012-13
James White,854389,2012-13
Draymond Green,850000,2012-13
Tyler Honeycutt,850000,2012-13
Brad Miller,848000,2012-13
Mike James,795400,2012-13
Kyle O'Quinn,788872,2012-13
Jeremy Tyler,762195,2012-13
Cory Higgins,762195,2012-13
Josh Selby,762195,2012-13
Julyan Stone,762195,2012-13
Greg Smith,762195,2012-13
Trey Thompkins,762195,2012-13
Jon Leuer,762195,2012-13
Malcolm Lee,762195,2012-13
Lance Thomas,762195,2012-13
DeAndre Liggins,762195,2012-13
Daniel Orton,762195,2012-13
Justin Harper,762195,2012-13
E'Twaun Moore,762195,2012-13
Charles Jenkins,762195,2012-13
PJ Tucker,762195,2012-13
Isaiah Thomas,762195,2012-13
Shelvin Mack,761800,2012-13
Sam Young,761319,2012-13
Jannero Pargo,696446,2012-13
Quincy Acy,665000,2012-13
Jeff Adrien,653356,2012-13
Doron Lamb,650000,2012-13
Jae Crowder,600491,2012-13
Garrett Temple,572943,2012-13
Jeffery Taylor,550000,2012-13
Orlando Johnson,550000,2012-13
Will Barton,550000,2012-13
Chris Johnson,508586,2012-13
Mike Scott,473604,2012-13
Tyshawn Taylor,473604,2012-13
Tornike Shengelia,473604,2012-13
Bernard James,473604,2012-13
Quincy Miller,473604,2012-13
Kim English,473604,2012-13
Khris Middleton,473604,2012-13
Kent Bazemore,473604,2012-13
Ben Hansbrough,473604,2012-13
Robert Sacre,473604,2012-13
Brian Roberts,473604,2012-13
Darius Miller,473604,2012-13
Chris Copeland,473604,2012-13
Pablo Prigioni,473604,2012-13
DeQuan Jones,473604,2012-13
Diante Garrett,473604,2012-13
Luke Zeller,473604,2012-13
Kevin Murphy,473604,2012-13
Mickael Gelabale,452323,2012-13
Kenyon Martin,429516,2012-13
Jordan Williams,420000,2012-13
Kevin Jones,390000,2012-13
Juwan Howard,373838,2012-13
Josh Harrellson,358680,2012-13
Samardo Samuels,346781,2012-13
Earl Barron,339726,2012-13
Maalik Wayns,334308,2012-13
Jarvis Varnado,314806,2012-13
Terrel Harris,304878,2012-13
Donald Sloan,300395,2012-13
Micheal Eric,300000,2012-13
Patrick Beverley,298092,2012-13
Terrence Williams,296775,2012-13
Travis Leslie,294835,2012-13
Shavlik Randolph,280286,2012-13
DJ White,263980,2012-13
Aron Baynes,239588,2012-13
Dionte Christmas,236800,2012-13
Troy Murphy,226619,2012-13
Kris Joseph,225657,2012-13
Scott Machado,225657,2012-13
Darius Johnson-Odom,195013,2012-13
Malcolm Thomas,179340,2012-13
DaJuan Summers,177024,2012-13
Chris Quinn,169339,2012-13
Tim Ohlbrecht,142081,2012-13
Tracy McGrady,79540,2012-13
Justin Holiday,76220,2012-13
Chris Douglas-Roberts,72892,2012-13
Solomon Jones,62912,2012-13
Jerel McNeal,61289,2012-13
Damion James,50258,2012-13
Justin Dentmon,44835,2012-13
Andrew Goudelock,44835,2012-13
Josh Akognon,41788,2012-13
Eddy Curry,31629,2012-13
Chris Wright,27859,2012-13
Henry Sims,25073,2012-13
Kobe Bryant,25244493,2011-12
Vince Carter,21300000,2011-12
Kevin Garnett,21247044,2011-12
Tim Duncan,21164619,2011-12
Rashard Lewis,21136631,2011-12
Gilbert Arenas,19269307,2011-12
Dirk Nowitzki,19092873,2011-12
Pau Gasol,18714150,2011-12
Carmelo Anthony,18518574,2011-12
Amare Stoudemire,18217705,2011-12
Dwight Howard,18091770,2011-12
Joe Johnson,18038573,2011-12
Richard Hamilton,17500000,2011-12
Elton Brand,17059727,2011-12
Deron Williams,16359805,2011-12
Chris Paul,16359805,2011-12
Brandon Roy,16032144,2011-12
LeBron James,16022500,2011-12
Chris Bosh,16022500,2011-12
Dwyane Wade,15691000,2011-12
Kevin Durant,15506632,2011-12
Paul Pierce,15333334,2011-12
Baron Davis,15252181,2011-12
Zach Randolph,15200000,2011-12
Antawn Jamison,15076715,2011-12
Rudy Gay,15032144,2011-12
Andrew Bynum,14900000,2011-12
Chauncey Billups,14200000,2011-12
Chris Kaman,14030000,2011-12
Al Jefferson,14000000,2011-12
Andre Iguodala,13531750,2011-12
Carlos Boozer,13500000,2011-12
Tyson Chandler,13107837,2011-12
Nenê,13000000,2011-12
Manu Ginobili,12981038,2011-12
Marc Gasol,12922194,2011-12
Emeka Okafor,12541812,2011-12
Tony Parker,12500000,2011-12
Josh Smith,12400000,2011-12
LaMarcus Aldridge,12372000,2011-12
Luol Deng,12325000,2011-12
Danny Granger,12015904,2011-12
Al Horford,12000000,2011-12
Joakim Noah,12000000,2011-12
Andrew Bogut,12000000,2011-12
Steve Nash,11689062,2011-12
David Lee,11610000,2011-12
Ben Gordon,11600000,2011-12
Kevin Martin,11519840,2011-12
Marcus Camby,11227250,2011-12
Jason Terry,11158000,2011-12
Hidayet Turkoglu,11015850,2011-12
Monta Ellis,11000000,2011-12
Mehmet Okur,10890000,2011-12
Corey Maggette,10262069,2011-12
Jason Kidd,10121000,2011-12
DeAndre Jordan,10079404,2011-12
Rajon Rondo,10045455,2011-12
Ray Allen,10000000,2011-12
David West,10000000,2011-12
Jose Calderon,9780992,2011-12
Gerald Wallace,9500000,2011-12
Devin Harris,9319000,2011-12
Richard Jefferson,9282000,2011-12
Stephen Jackson,9256500,2011-12
Andrea Bargnani,9250000,2011-12
Boris Diaw,9000000,2011-12
Andris Biedrins,9000000,2011-12
Lamar Odom,8900000,2011-12
Luis Scola,8591793,2011-12
Rodney Stuckey,8500000,2011-12
Maurice Williams,8500000,2011-12
Carl Landry,8500000,2011-12
John Salmons,8500000,2011-12
Paul Millsap,8103435,2011-12
Kirk Hinrich,8100000,2011-12
Shawn Marion,8022449,2011-12
Kris Humphries,8000000,2011-12
Caron Butler,8000000,2011-12
Andre Miller,7807728,2011-12
Jameer Nelson,7800000,2011-12
Anderson Varejao,7700000,2011-12
Brendan Haywood,7624500,2011-12
Leandro Barbosa,7600000,2011-12
James Posey,7595600,2011-12
Arron Afflalo,7562500,2011-12
Raymond Felton,7560000,2011-12
Charlie Villanueva,7540000,2011-12
Marvin Williams,7500000,2011-12
Thaddeus Young,7478261,2011-12
Tyrus Thomas,7305765,2011-12
Kendrick Perkins,7123626,2011-12
Travis Outlaw,7000000,2011-12
Samuel Dalembert,7000000,2011-12
Marcus Thornton,7000000,2011-12
Derrick Rose,6993708,2011-12
DeSagana Diop,6925400,2011-12
Beno Udrih,6925400,2011-12
Metta World Peace,6790640,2011-12
Trevor Ariza,6790640,2011-12
Marcin Gortat,6790640,2011-12
Kwame Brown,6750000,2011-12
JJ Redick,6750000,2011-12
Andres Nocioni,6650000,2011-12
Mike Conley,6611571,2011-12
Mickael Pietrus,6523166,2011-12
Grant Hill,6500000,2011-12
